,leiden_subclusters,labels
15084,6,CD122+ CD8 T cells
15085,0,CD4 T cells
15086,6,CD122+ CD8 T cells
15087,27,Activated CD4 T cells
15088,5,Mature B cells
15089,1,Mature B cells
15090,11,MZ B cells
15091,"15,1",cDC1s
15092,"15,0",cDC2s
15093,4,Mature B cells
15094,2,CD8 T cells
15095,2,CD8 T cells
15096,"16,2",Red-pulp macrophages
15097,0,CD4 T cells
15098,5,Mature B cells
15099,1,Mature B cells
15100,"10,0",Tregs
15101,7,Mature B cells
15102,"12,0",NKT cells
15103,3,Transitional B cells
15104,14,Ifit3-high CD4 T cells
15105,1,Mature B cells
15106,2,CD8 T cells
15107,3,Transitional B cells
15108,0,CD4 T cells
15109,0,CD4 T cells
15110,9,Mature B cells
15111,1,Mature B cells
15112,2,CD8 T cells
15113,4,Mature B cells
15114,14,Ifit3-high CD4 T cells
15115,4,Mature B cells
15116,0,CD4 T cells
15117,7,Mature B cells
15118,6,CD122+ CD8 T cells
15119,18,Ifit3-high CD8 T cells
15120,0,CD4 T cells
15121,"10,0",Tregs
15122,6,CD122+ CD8 T cells
15123,7,Mature B cells
15124,4,Mature B cells
15125,7,Mature B cells
15126,1,Mature B cells
15127,11,MZ B cells
15128,13,B1 B cells
15129,0,CD4 T cells
15130,2,CD8 T cells
15131,1,Mature B cells
15132,3,Transitional B cells
15133,0,CD4 T cells
15134,2,CD8 T cells
15135,1,Mature B cells
15136,3,Transitional B cells
15137,"10,2",Tregs
15138,2,CD8 T cells
15139,1,Mature B cells
15140,1,Mature B cells
15141,5,Mature B cells
15142,"24,2",Low quality T cells
15143,0,CD4 T cells
15144,2,CD8 T cells
15145,0,CD4 T cells
15146,28,pDCs
15147,2,CD8 T cells
15148,18,Ifit3-high CD8 T cells
15149,17,Low quality B cells
15150,"20,1",Ly6-low monocytes
15151,0,CD4 T cells
15152,"20,0",Ly6-high monocytes
15153,13,B1 B cells
15154,0,CD4 T cells
15155,2,CD8 T cells
15156,17,Low quality B cells
15157,4,Mature B cells
15158,2,CD8 T cells
15159,"15,1",cDC1s
15160,4,Mature B cells
15161,0,CD4 T cells
15162,4,Mature B cells
15163,19,Cycling B/T cells
15164,"12,1",NK cells
15165,2,CD8 T cells
15166,1,Mature B cells
15167,0,CD4 T cells
15168,0,CD4 T cells
15169,13,B1 B cells
15170,0,CD4 T cells
15171,8,Ifit3-high B cells
15172,1,Mature B cells
15173,1,Mature B cells
15174,11,MZ B cells
15175,"10,2",Tregs
15176,"24,0",B-CD8 T cell doublets
15177,2,CD8 T cells
15178,22,GD T cells
15179,"12,0",NKT cells
15180,0,CD4 T cells
15181,1,Mature B cells
15182,1,Mature B cells
15183,"16,0",B-macrophage doublets
15184,2,CD8 T cells
15185,26,Neutrophils
15186,1,Mature B cells
15187,0,CD4 T cells
15188,"20,1",Ly6-low monocytes
15189,2,CD8 T cells
15190,17,Low quality B cells
15191,17,Low quality B cells
15192,0,CD4 T cells
15193,7,Mature B cells
15194,"12,1",NK cells
15195,29,Low quality T cells
15196,1,Mature B cells
15197,5,Mature B cells
15198,2,CD8 T cells
15199,5,Mature B cells
15200,27,Activated CD4 T cells
15201,0,CD4 T cells
15202,"24,0",B-CD8 T cell doublets
15203,1,Mature B cells
15204,8,Ifit3-high B cells
15205,18,Ifit3-high CD8 T cells
15206,17,Low quality B cells
15207,1,Mature B cells
15208,1,Mature B cells
15209,2,CD8 T cells
15210,3,Transitional B cells
15211,0,CD4 T cells
15212,18,Ifit3-high CD8 T cells
15213,3,Transitional B cells
15214,"15,0",cDC2s
15215,"12,0",NKT cells
15216,2,CD8 T cells
15217,7,Mature B cells
15218,3,Transitional B cells
15219,1,Mature B cells
15220,1,Mature B cells
15221,1,Mature B cells
15222,0,CD4 T cells
15223,8,Ifit3-high B cells
15224,0,CD4 T cells
15225,3,Transitional B cells
15226,11,MZ B cells
15227,6,CD122+ CD8 T cells
15228,17,Low quality B cells
15229,0,CD4 T cells
15230,"10,1",ICOS-high Tregs
15231,1,Mature B cells
15232,23,T doublets
15233,"12,1",NK cells
15234,3,Transitional B cells
15235,1,Mature B cells
15236,9,Mature B cells
15237,1,Mature B cells
15238,0,CD4 T cells
15239,4,Mature B cells
15240,17,Low quality B cells
15241,0,CD4 T cells
15242,"16,0",B-macrophage doublets
15243,8,Ifit3-high B cells
15244,18,Ifit3-high CD8 T cells
15245,2,CD8 T cells
15246,1,Mature B cells
15247,1,Mature B cells
15248,21,B doublets
15249,1,Mature B cells
15250,1,Mature B cells
15251,8,Ifit3-high B cells
15252,0,CD4 T cells
15253,4,Mature B cells
15254,2,CD8 T cells
15255,2,CD8 T cells
15256,0,CD4 T cells
15257,7,Mature B cells
15258,2,CD8 T cells
15259,17,Low quality B cells
15260,2,CD8 T cells
15261,2,CD8 T cells
15262,0,CD4 T cells
15263,1,Mature B cells
15264,0,CD4 T cells
15265,2,CD8 T cells
15266,"16,0",B-macrophage doublets
15267,6,CD122+ CD8 T cells
15268,"20,1",Ly6-low monocytes
15269,19,Cycling B/T cells
15270,"10,1",ICOS-high Tregs
15271,7,Mature B cells
15272,6,CD122+ CD8 T cells
15273,0,CD4 T cells
15274,2,CD8 T cells
15275,4,Mature B cells
15276,13,B1 B cells
15277,5,Mature B cells
15278,2,CD8 T cells
15279,2,CD8 T cells
15280,2,CD8 T cells
15281,14,Ifit3-high CD4 T cells
15282,4,Mature B cells
15283,"12,0",NKT cells
15284,23,T doublets
15285,0,CD4 T cells
15286,3,Transitional B cells
15287,2,CD8 T cells
15288,22,GD T cells
15289,17,Low quality B cells
15290,4,Mature B cells
15291,17,Low quality B cells
15292,3,Transitional B cells
15293,2,CD8 T cells
15294,14,Ifit3-high CD4 T cells
15295,18,Ifit3-high CD8 T cells
15296,4,Mature B cells
15297,3,Transitional B cells
15298,25,B-CD4 T cell doublets
15299,0,CD4 T cells
15300,17,Low quality B cells
15301,13,B1 B cells
15302,17,Low quality B cells
15303,5,Mature B cells
15304,13,B1 B cells
15305,1,Mature B cells
15306,0,CD4 T cells
15307,21,B doublets
15308,3,Transitional B cells
15309,1,Mature B cells
15310,2,CD8 T cells
15311,17,Low quality B cells
15312,1,Mature B cells
15313,1,Mature B cells
15314,"16,0",B-macrophage doublets
15315,1,Mature B cells
15316,7,Mature B cells
15317,1,Mature B cells
15318,3,Transitional B cells
15319,0,CD4 T cells
15320,2,CD8 T cells
15321,1,Mature B cells
15322,5,Mature B cells
15323,1,Mature B cells
15324,0,CD4 T cells
15325,3,Transitional B cells
15326,11,MZ B cells
15327,"15,1",cDC1s
15328,17,Low quality B cells
15329,1,Mature B cells
15330,1,Mature B cells
15331,"12,0",NKT cells
15332,"20,0",Ly6-high monocytes
15333,4,Mature B cells
15334,0,CD4 T cells
15335,8,Ifit3-high B cells
15336,0,CD4 T cells
15337,2,CD8 T cells
15338,3,Transitional B cells
15339,1,Mature B cells
15340,11,MZ B cells
15341,18,Ifit3-high CD8 T cells
15342,0,CD4 T cells
15343,7,Mature B cells
15344,1,Mature B cells
15345,22,GD T cells
15346,11,MZ B cells
15347,4,Mature B cells
15348,8,Ifit3-high B cells
15349,0,CD4 T cells
15350,"16,0",B-macrophage doublets
15351,7,Mature B cells
15352,3,Transitional B cells
15353,3,Transitional B cells
15354,2,CD8 T cells
15355,5,Mature B cells
15356,2,CD8 T cells
15357,6,CD122+ CD8 T cells
15358,"24,0",B-CD8 T cell doublets
15359,"12,1",NK cells
15360,13,B1 B cells
15361,2,CD8 T cells
15362,"12,1",NK cells
15363,"20,1",Ly6-low monocytes
15364,4,Mature B cells
15365,5,Mature B cells
15366,0,CD4 T cells
15367,7,Mature B cells
15368,9,Mature B cells
15369,1,Mature B cells
15370,8,Ifit3-high B cells
15371,"10,0",Tregs
15372,0,CD4 T cells
15373,5,Mature B cells
15374,0,CD4 T cells
15375,3,Transitional B cells
15376,14,Ifit3-high CD4 T cells
15377,0,CD4 T cells
15378,0,CD4 T cells
15379,7,Mature B cells
15380,1,Mature B cells
15381,3,Transitional B cells
15382,6,CD122+ CD8 T cells
15383,5,Mature B cells
15384,5,Mature B cells
15385,22,GD T cells
15386,11,MZ B cells
15387,25,B-CD4 T cell doublets
15388,0,CD4 T cells
15389,4,Mature B cells
15390,4,Mature B cells
15391,"20,0",Ly6-high monocytes
15392,2,CD8 T cells
15393,3,Transitional B cells
15394,1,Mature B cells
15395,2,CD8 T cells
15396,9,Mature B cells
15397,8,Ifit3-high B cells
15398,"12,0",NKT cells
15399,26,Neutrophils
15400,8,Ifit3-high B cells
15401,4,Mature B cells
15402,26,Neutrophils
15403,17,Low quality B cells
15404,1,Mature B cells
15405,8,Ifit3-high B cells
15406,1,Mature B cells
15407,4,Mature B cells
15408,4,Mature B cells
15409,4,Mature B cells
15410,1,Mature B cells
15411,0,CD4 T cells
15412,17,Low quality B cells
15413,0,CD4 T cells
15414,2,CD8 T cells
15415,3,Transitional B cells
15416,3,Transitional B cells
15417,"12,0",NKT cells
15418,7,Mature B cells
15419,5,Mature B cells
15420,21,B doublets
15421,1,Mature B cells
15422,3,Transitional B cells
15423,3,Transitional B cells
15424,25,B-CD4 T cell doublets
15425,1,Mature B cells
15426,2,CD8 T cells
15427,"12,1",NK cells
15428,13,B1 B cells
15429,11,MZ B cells
15430,1,Mature B cells
15431,1,Mature B cells
15432,5,Mature B cells
15433,13,B1 B cells
15434,"16,0",B-macrophage doublets
15435,22,GD T cells
15436,1,Mature B cells
15437,26,Neutrophils
15438,18,Ifit3-high CD8 T cells
15439,"16,2",Red-pulp macrophages
15440,26,Neutrophils
15441,1,Mature B cells
15442,0,CD4 T cells
15443,14,Ifit3-high CD4 T cells
15444,5,Mature B cells
15445,22,GD T cells
15446,8,Ifit3-high B cells
15447,1,Mature B cells
15448,1,Mature B cells
15449,0,CD4 T cells
15450,"12,1",NK cells
15451,4,Mature B cells
15452,3,Transitional B cells
15453,29,Low quality T cells
15454,0,CD4 T cells
15455,13,B1 B cells
15456,9,Mature B cells
15457,"10,0",Tregs
15458,1,Mature B cells
15459,2,CD8 T cells
15460,1,Mature B cells
15461,"10,0",Tregs
15462,1,Mature B cells
15463,"16,2",Red-pulp macrophages
15464,"12,1",NK cells
15465,0,CD4 T cells
15466,23,T doublets
15467,17,Low quality B cells
15468,17,Low quality B cells
15469,6,CD122+ CD8 T cells
15470,3,Transitional B cells
15471,1,Mature B cells
15472,4,Mature B cells
15473,"10,0",Tregs
15474,3,Transitional B cells
15475,"12,1",NK cells
15476,6,CD122+ CD8 T cells
15477,4,Mature B cells
15478,11,MZ B cells
15479,7,Mature B cells
15480,13,B1 B cells
15481,"12,0",NKT cells
15482,0,CD4 T cells
15483,"12,1",NK cells
15484,4,Mature B cells
15485,0,CD4 T cells
15486,17,Low quality B cells
15487,7,Mature B cells
15488,0,CD4 T cells
15489,11,MZ B cells
15490,11,MZ B cells
15491,17,Low quality B cells
15492,19,Cycling B/T cells
15493,2,CD8 T cells
15494,26,Neutrophils
15495,17,Low quality B cells
15496,3,Transitional B cells
15497,4,Mature B cells
15498,9,Mature B cells
15499,18,Ifit3-high CD8 T cells
15500,2,CD8 T cells
15501,3,Transitional B cells
15502,18,Ifit3-high CD8 T cells
15503,8,Ifit3-high B cells
15504,5,Mature B cells
15505,0,CD4 T cells
15506,6,CD122+ CD8 T cells
15507,0,CD4 T cells
15508,7,Mature B cells
15509,5,Mature B cells
15510,1,Mature B cells
15511,9,Mature B cells
15512,3,Transitional B cells
15513,11,MZ B cells
15514,1,Mature B cells
15515,13,B1 B cells
15516,"15,2",Migratory DCs
15517,0,CD4 T cells
15518,8,Ifit3-high B cells
15519,5,Mature B cells
15520,8,Ifit3-high B cells
15521,7,Mature B cells
15522,0,CD4 T cells
15523,7,Mature B cells
15524,27,Activated CD4 T cells
15525,1,Mature B cells
15526,0,CD4 T cells
15527,7,Mature B cells
15528,0,CD4 T cells
15529,0,CD4 T cells
15530,5,Mature B cells
15531,0,CD4 T cells
15532,2,CD8 T cells
15533,0,CD4 T cells
15534,0,CD4 T cells
15535,25,B-CD4 T cell doublets
15536,0,CD4 T cells
15537,2,CD8 T cells
15538,1,Mature B cells
15539,2,CD8 T cells
15540,2,CD8 T cells
15541,1,Mature B cells
15542,17,Low quality B cells
15543,3,Transitional B cells
15544,2,CD8 T cells
15545,5,Mature B cells
15546,9,Mature B cells
15547,14,Ifit3-high CD4 T cells
15548,"20,1",Ly6-low monocytes
15549,1,Mature B cells
15550,"12,0",NKT cells
15551,1,Mature B cells
15552,4,Mature B cells
15553,6,CD122+ CD8 T cells
15554,9,Mature B cells
15555,13,B1 B cells
15556,4,Mature B cells
15557,"10,1",ICOS-high Tregs
15558,0,CD4 T cells
15559,3,Transitional B cells
15560,14,Ifit3-high CD4 T cells
15561,3,Transitional B cells
15562,"15,1",cDC1s
15563,19,Cycling B/T cells
15564,2,CD8 T cells
15565,0,CD4 T cells
15566,18,Ifit3-high CD8 T cells
15567,2,CD8 T cells
15568,1,Mature B cells
15569,2,CD8 T cells
15570,1,Mature B cells
15571,0,CD4 T cells
15572,5,Mature B cells
15573,"16,2",Red-pulp macrophages
15574,7,Mature B cells
15575,4,Mature B cells
15576,5,Mature B cells
15577,2,CD8 T cells
15578,"24,0",B-CD8 T cell doublets
15579,2,CD8 T cells
15580,11,MZ B cells
15581,14,Ifit3-high CD4 T cells
15582,"16,2",Red-pulp macrophages
15583,5,Mature B cells
15584,5,Mature B cells
15585,1,Mature B cells
15586,2,CD8 T cells
15587,"15,2",Migratory DCs
15588,4,Mature B cells
15589,0,CD4 T cells
15590,"15,0",cDC2s
15591,8,Ifit3-high B cells
15592,5,Mature B cells
15593,2,CD8 T cells
15594,1,Mature B cells
15595,17,Low quality B cells
15596,3,Transitional B cells
15597,1,Mature B cells
15598,2,CD8 T cells
15599,4,Mature B cells
15600,1,Mature B cells
15601,"12,0",NKT cells
15602,"20,0",Ly6-high monocytes
15603,6,CD122+ CD8 T cells
15604,2,CD8 T cells
15605,2,CD8 T cells
15606,0,CD4 T cells
15607,9,Mature B cells
15608,13,B1 B cells
15609,8,Ifit3-high B cells
15610,"12,1",NK cells
15611,0,CD4 T cells
15612,2,CD8 T cells
15613,"12,0",NKT cells
15614,0,CD4 T cells
15615,1,Mature B cells
15616,2,CD8 T cells
15617,2,CD8 T cells
15618,4,Mature B cells
15619,6,CD122+ CD8 T cells
15620,"15,1",cDC1s
15621,0,CD4 T cells
15622,0,CD4 T cells
15623,0,CD4 T cells
15624,13,B1 B cells
15625,2,CD8 T cells
15626,1,Mature B cells
15627,0,CD4 T cells
15628,"12,0",NKT cells
15629,18,Ifit3-high CD8 T cells
15630,11,MZ B cells
15631,1,Mature B cells
15632,6,CD122+ CD8 T cells
15633,1,Mature B cells
15634,1,Mature B cells
15635,4,Mature B cells
15636,8,Ifit3-high B cells
15637,7,Mature B cells
15638,17,Low quality B cells
15639,6,CD122+ CD8 T cells
15640,11,MZ B cells
15641,1,Mature B cells
15642,4,Mature B cells
15643,9,Mature B cells
15644,0,CD4 T cells
15645,2,CD8 T cells
15646,"12,0",NKT cells
15647,5,Mature B cells
15648,8,Ifit3-high B cells
15649,28,pDCs
15650,5,Mature B cells
15651,2,CD8 T cells
15652,"20,0",Ly6-high monocytes
15653,1,Mature B cells
15654,"12,0",NKT cells
15655,5,Mature B cells
15656,5,Mature B cells
15657,3,Transitional B cells
15658,14,Ifit3-high CD4 T cells
15659,26,Neutrophils
15660,29,Low quality T cells
15661,5,Mature B cells
15662,"15,1",cDC1s
15663,11,MZ B cells
15664,11,MZ B cells
15665,2,CD8 T cells
15666,11,MZ B cells
15667,9,Mature B cells
15668,8,Ifit3-high B cells
15669,3,Transitional B cells
15670,4,Mature B cells
15671,0,CD4 T cells
15672,1,Mature B cells
15673,4,Mature B cells
15674,6,CD122+ CD8 T cells
15675,26,Neutrophils
15676,0,CD4 T cells
15677,9,Mature B cells
15678,1,Mature B cells
15679,14,Ifit3-high CD4 T cells
15680,11,MZ B cells
15681,2,CD8 T cells
15682,7,Mature B cells
15683,0,CD4 T cells
15684,1,Mature B cells
15685,6,CD122+ CD8 T cells
15686,7,Mature B cells
15687,"12,0",NKT cells
15688,6,CD122+ CD8 T cells
15689,"12,0",NKT cells
15690,3,Transitional B cells
15691,7,Mature B cells
15692,0,CD4 T cells
15693,14,Ifit3-high CD4 T cells
15694,3,Transitional B cells
15695,0,CD4 T cells
15696,2,CD8 T cells
15697,3,Transitional B cells
15698,9,Mature B cells
15699,0,CD4 T cells
15700,13,B1 B cells
15701,9,Mature B cells
15702,25,B-CD4 T cell doublets
15703,2,CD8 T cells
15704,1,Mature B cells
15705,2,CD8 T cells
15706,3,Transitional B cells
15707,1,Mature B cells
15708,3,Transitional B cells
15709,1,Mature B cells
15710,5,Mature B cells
15711,2,CD8 T cells
15712,2,CD8 T cells
15713,13,B1 B cells
15714,5,Mature B cells
15715,1,Mature B cells
15716,3,Transitional B cells
15717,13,B1 B cells
15718,17,Low quality B cells
15719,3,Transitional B cells
15720,3,Transitional B cells
15721,17,Low quality B cells
15722,9,Mature B cells
15723,3,Transitional B cells
15724,0,CD4 T cells
15725,18,Ifit3-high CD8 T cells
15726,0,CD4 T cells
15727,0,CD4 T cells
15728,5,Mature B cells
15729,6,CD122+ CD8 T cells
15730,5,Mature B cells
15731,7,Mature B cells
15732,9,Mature B cells
15733,"10,0",Tregs
15734,17,Low quality B cells
15735,0,CD4 T cells
15736,3,Transitional B cells
15737,"15,0",cDC2s
15738,18,Ifit3-high CD8 T cells
15739,4,Mature B cells
15740,2,CD8 T cells
15741,1,Mature B cells
15742,28,pDCs
15743,7,Mature B cells
15744,2,CD8 T cells
15745,7,Mature B cells
15746,2,CD8 T cells
15747,3,Transitional B cells
15748,7,Mature B cells
15749,3,Transitional B cells
15750,"16,0",B-macrophage doublets
15751,2,CD8 T cells
15752,22,GD T cells
15753,1,Mature B cells
15754,25,B-CD4 T cell doublets
15755,1,Mature B cells
15756,3,Transitional B cells
15757,"20,1",Ly6-low monocytes
15758,"15,0",cDC2s
15759,22,GD T cells
15760,6,CD122+ CD8 T cells
15761,2,CD8 T cells
15762,4,Mature B cells
15763,1,Mature B cells
15764,5,Mature B cells
15765,3,Transitional B cells
15766,4,Mature B cells
15767,2,CD8 T cells
15768,5,Mature B cells
15769,0,CD4 T cells
15770,26,Neutrophils
15771,0,CD4 T cells
15772,0,CD4 T cells
15773,17,Low quality B cells
15774,2,CD8 T cells
15775,"16,0",B-macrophage doublets
15776,14,Ifit3-high CD4 T cells
15777,5,Mature B cells
15778,2,CD8 T cells
15779,"24,0",B-CD8 T cell doublets
15780,1,Mature B cells
15781,2,CD8 T cells
15782,5,Mature B cells
15783,"10,0",Tregs
15784,2,CD8 T cells
15785,0,CD4 T cells
15786,2,CD8 T cells
15787,1,Mature B cells
15788,1,Mature B cells
15789,5,Mature B cells
15790,2,CD8 T cells
15791,2,CD8 T cells
15792,6,CD122+ CD8 T cells
15793,7,Mature B cells
15794,"12,0",NKT cells
15795,3,Transitional B cells
15796,6,CD122+ CD8 T cells
15797,1,Mature B cells
15798,5,Mature B cells
15799,6,CD122+ CD8 T cells
15800,1,Mature B cells
15801,1,Mature B cells
15802,0,CD4 T cells
15803,4,Mature B cells
15804,"10,0",Tregs
15805,0,CD4 T cells
15806,1,Mature B cells
15807,13,B1 B cells
15808,9,Mature B cells
15809,23,T doublets
15810,17,Low quality B cells
15811,0,CD4 T cells
15812,2,CD8 T cells
15813,7,Mature B cells
15814,6,CD122+ CD8 T cells
15815,4,Mature B cells
15816,"12,0",NKT cells
15817,1,Mature B cells
15818,8,Ifit3-high B cells
15819,5,Mature B cells
15820,0,CD4 T cells
15821,25,B-CD4 T cell doublets
15822,1,Mature B cells
15823,0,CD4 T cells
15824,3,Transitional B cells
15825,1,Mature B cells
15826,"15,0",cDC2s
15827,11,MZ B cells
15828,"15,2",Migratory DCs
15829,1,Mature B cells
15830,6,CD122+ CD8 T cells
15831,6,CD122+ CD8 T cells
15832,4,Mature B cells
15833,2,CD8 T cells
15834,6,CD122+ CD8 T cells
15835,0,CD4 T cells
15836,2,CD8 T cells
15837,14,Ifit3-high CD4 T cells
15838,2,CD8 T cells
15839,4,Mature B cells
15840,9,Mature B cells
15841,11,MZ B cells
15842,7,Mature B cells
15843,3,Transitional B cells
15844,30,Neutrophils
15845,7,Mature B cells
15846,5,Mature B cells
15847,0,CD4 T cells
15848,3,Transitional B cells
15849,"10,0",Tregs
15850,13,B1 B cells
15851,4,Mature B cells
15852,0,CD4 T cells
15853,3,Transitional B cells
15854,7,Mature B cells
15855,9,Mature B cells
15856,2,CD8 T cells
15857,11,MZ B cells
15858,7,Mature B cells
15859,0,CD4 T cells
15860,0,CD4 T cells
15861,"15,0",cDC2s
15862,2,CD8 T cells
15863,11,MZ B cells
15864,7,Mature B cells
15865,23,T doublets
15866,28,pDCs
15867,19,Cycling B/T cells
15868,0,CD4 T cells
15869,3,Transitional B cells
15870,2,CD8 T cells
15871,7,Mature B cells
15872,"10,1",ICOS-high Tregs
15873,"16,1",MZ/Marco-high macrophages
15874,3,Transitional B cells
15875,0,CD4 T cells
15876,1,Mature B cells
15877,1,Mature B cells
15878,0,CD4 T cells
15879,1,Mature B cells
15880,9,Mature B cells
15881,"24,0",B-CD8 T cell doublets
15882,0,CD4 T cells
15883,3,Transitional B cells
15884,5,Mature B cells
15885,1,Mature B cells
15886,2,CD8 T cells
15887,0,CD4 T cells
15888,13,B1 B cells
15889,0,CD4 T cells
15890,0,CD4 T cells
15891,11,MZ B cells
15892,3,Transitional B cells
15893,13,B1 B cells
15894,0,CD4 T cells
15895,17,Low quality B cells
15896,5,Mature B cells
15897,1,Mature B cells
15898,1,Mature B cells
15899,7,Mature B cells
15900,8,Ifit3-high B cells
15901,14,Ifit3-high CD4 T cells
15902,"10,0",Tregs
15903,8,Ifit3-high B cells
15904,1,Mature B cells
15905,6,CD122+ CD8 T cells
15906,"16,1",MZ/Marco-high macrophages
15907,9,Mature B cells
15908,17,Low quality B cells
15909,4,Mature B cells
15910,26,Neutrophils
15911,1,Mature B cells
15912,26,Neutrophils
15913,0,CD4 T cells
15914,1,Mature B cells
15915,2,CD8 T cells
15916,0,CD4 T cells
15917,1,Mature B cells
15918,1,Mature B cells
15919,2,CD8 T cells
15920,2,CD8 T cells
15921,8,Ifit3-high B cells
15922,9,Mature B cells
15923,4,Mature B cells
15924,0,CD4 T cells
15925,9,Mature B cells
15926,5,Mature B cells
15927,2,CD8 T cells
15928,1,Mature B cells
15929,2,CD8 T cells
15930,3,Transitional B cells
15931,0,CD4 T cells
15932,18,Ifit3-high CD8 T cells
15933,0,CD4 T cells
15934,2,CD8 T cells
15935,2,CD8 T cells
15936,17,Low quality B cells
15937,2,CD8 T cells
15938,1,Mature B cells
15939,2,CD8 T cells
15940,1,Mature B cells
15941,13,B1 B cells
15942,4,Mature B cells
15943,22,GD T cells
15944,7,Mature B cells
15945,21,B doublets
15946,4,Mature B cells
15947,11,MZ B cells
15948,27,Activated CD4 T cells
