"","x"
"6509","NEURL2"
"6510","NEURL4"
"6511","NEXN"
"6512","NF1"
"6513","NF2"
"6514","NFAM1"
"6515","NFAT5"
"6516","NFATC1"
"6517","NFATC2"
"6518","NFATC2IP"
"6519","NFATC3"
"6520","NFE2"
"6521","NFE2L1"
"6522","NFE2L2"
"6523","NFE2L3"
"6524","NFIA"
"6525","NFIC"
"6526","NFIL3"
"6527","NFIX"
"6528","NFKB1"
"6529","NFKB2"
"6530","NFKBIA"
"6531","NFKBIB"
"6532","NFKBID"
"6533","NFKBIE"
"6534","NFKBIL1"
"6535","NFKBIZ"
"6536","NFRKB"
"6537","NFS1"
"6538","NFU1"
"6539","NFX1"
"6540","NFXL1"
"6541","NFYA"
"6542","NFYB"
"6543","NFYC"
"6544","NGDN"
"6545","NGFRAP1"
"6546","NGLY1"
"6547","NGRN"
"6548","NHLRC2"
"6549","NHLRC3"
"6550","NHLRC4"
"6551","NHP2"
"6552","NICN1"
"6553","NID1"
"6554","NIF3L1"
"6555","NIN"
"6556","NINJ1"
"6557","NINJ2"
"6558","NIP7"
"6559","NIPA1"
"6560","NIPA2"
"6561","NIPAL2"
"6562","NIPAL3"
"6563","NIPBL"
"6564","NIPSNAP1"
"6565","NIPSNAP3A"
"6566","NIPSNAP3B"
"6567","NISCH"
"6568","NIT1"
"6569","NIT2"
"6570","NKAP"
"6571","NKAPL"
"6572","NKG7"
"6573","NKIRAS1"
"6574","NKIRAS2"
"6575","NKRF"
"6576","NKTR"
"6577","NLE1"
"6578","NLGN2"
"6579","NLK"
"6580","NLN"
"6581","NLRC4"
"6582","NLRC5"
"6583","NLRP1"
"6584","NLRP12"
"6585","NLRP2"
"6586","NLRP3"
"6587","NLRX1"
"6588","NMB"
"6589","NMD3"
"6590","NME1"
"6591","NME3"
"6592","NME4"
"6593","NME6"
"6594","NME7"
"6595","NME8"
"6596","NMI"
"6597","NMNAT1"
"6598","NMNAT3"
"6599","NMRAL1"
"6600","NMRK1"
"6601","NMT1"
"6602","NMT2"
"6603","NMUR1"
"6604","NNT"
"6605","NNT-AS1"
"6606","NOA1"
"6607","NOB1"
"6608","NOC2L"
"6609","NOC3L"
"6610","NOC4L"
"6611","NOD1"
"6612","NOD2"
"6613","NOG"
"6614","NOL10"
"6615","NOL11"
"6616","NOL12"
"6617","NOL3"
"6618","NOL6"
"6619","NOL7"
"6620","NOL8"
"6621","NOL9"
"6622","NOLC1"
"6623","NOM1"
"6624","NOMO1"
"6625","NONO"
"6626","NOP10"
"6627","NOP14"
"6628","NOP14-AS1"
"6629","NOP16"
"6630","NOP2"
"6631","NOP56"
"6632","NOP58"
"6633","NOP9"
"6634","NOS3"
"6635","NOSIP"
"6636","NOTCH1"
"6637","NOTCH2"
"6638","NOTCH2NL"
"6639","NOTCH4"
"6640","NOXA1"
"6641","NPAT"
"6642","NPC1"
"6643","NPC2"
"6644","NPDC1"
"6645","NPEPL1"
"6646","NPEPPS"
"6647","NPHP1"
"6648","NPHP3"
"6649","NPHP4"
"6650","NPL"
"6651","NPLOC4"
"6652","NPM1"
"6653","NPM3"
"6654","NPRL2"
"6655","NPRL3"
"6656","NPTN"
"6657","NQO1"
"6658","NQO2"
"6659","NR1D1"
"6660","NR1D2"
"6661","NR1H2"
"6662","NR1H3"
"6663","NR2C1"
"6664","NR2C2"
"6665","NR2C2AP"
"6666","NR2F6"
"6667","NR3C1"
"6668","NR4A1"
"6669","NR4A2"
"6670","NR4A3"
"6671","NR6A1"
"6672","NRAS"
"6673","NRBF2"
"6674","NRBP1"
"6675","NRBP2"
"6676","NRDE2"
"6677","NREP"
"6678","NRF1"
"6679","NRG1"
"6680","NRG2"
"6681","NRGN"
"6682","NRIP1"
"6683","NRIP2"
"6684","NRIP3"
"6685","NRL"
"6686","NRM"
"6687","NRROS"
"6688","NRSN2"
"6689","NSA2"
"6690","NSD1"
"6691","NSDHL"
"6692","NSF"
"6693","NSFL1C"
"6694","NSG1"
"6695","NSL1"
"6696","NSMAF"
"6697","NSMCE1"
"6698","NSMCE2"
"6699","NSMCE4A"
"6700","NSMF"
"6701","NSRP1"
"6702","NSUN2"
"6703","NSUN3"
"6704","NSUN4"
"6705","NSUN5"
"6706","NSUN6"
"6707","NT5C"
"6708","NT5C2"
"6709","NT5C3A"
"6710","NT5C3B"
"6711","NT5DC1"
"6712","NT5DC2"
"6713","NT5DC3"
"6714","NT5E"
"6715","NT5M"
"6716","NTAN1"
"6717","NTHL1"
"6718","NTMT1"
"6719","NTNG2"
"6720","NTPCR"
"6721","NUAK2"
"6722","NUB1"
"6723","NUBP1"
"6724","NUBP2"
"6725","NUBPL"
"6726","NUCB1"
"6727","NUCB2"
"6728","NUCKS1"
"6729","NUDC"
"6730","NUDCD1"
"6731","NUDCD2"
"6732","NUDCD3"
"6733","NUDT1"
"6734","NUDT11"
"6735","NUDT12"
"6736","NUDT13"
"6737","NUDT14"
"6738","NUDT15"
"6739","NUDT16"
"6740","NUDT16L1"
"6741","NUDT17"
"6742","NUDT18"
"6743","NUDT19"
"6744","NUDT2"
"6745","NUDT21"
"6746","NUDT22"
"6747","NUDT3"
"6748","NUDT4"
"6749","NUDT5"
"6750","NUDT6"
"6751","NUDT7"
"6752","NUDT8"
"6753","NUDT9"
"6754","NUF2"
"6755","NUFIP1"
"6756","NUFIP2"
"6757","NUMA1"
"6758","NUMB"
"6759","NUMBL"
"6760","NUP107"
"6761","NUP133"
"6762","NUP153"
"6763","NUP155"
"6764","NUP160"
"6765","NUP188"
"6766","NUP205"
"6767","NUP210"
"6768","NUP214"
"6769","NUP35"
"6770","NUP37"
"6771","NUP43"
"6772","NUP50"
"6773","NUP54"
"6774","NUP62"
"6775","NUP62CL"
"6776","NUP85"
"6777","NUP88"
"6778","NUP93"
"6779","NUP98"
"6780","NUPL2"
"6781","NUS1"
"6782","NUSAP1"
"6783","NUTF2"
"6784","NUTM2A-AS1"
"6785","NVL"
"6786","NXF1"
"6787","NXPE3"
"6788","NXPH4"
"6789","NXT1"
"6790","NXT2"
"6791","OAF"
"6792","OARD1"
"6793","OAS1"
"6794","OAS2"
"6795","OAS3"
"6796","OASL"
"6797","OAT"
"6798","OAZ1"
"6799","OAZ2"
"6800","OAZ3"
"6801","OBFC1"
"6802","OBSCN"
"6803","OCEL1"
"6804","OCIAD1"
"6805","OCIAD2"
"6806","OCM"
"6807","OCRL"
"6808","ODC1"
"6809","ODF2"
"6810","ODF2L"
"6811","ODF3B"
"6812","OFD1"
"6813","OGDH"
"6814","OGFOD1"
"6815","OGFOD3"
"6816","OGFR"
"6817","OGFRL1"
"6818","OGG1"
"6819","OGT"
"6820","OIP5"
"6821","OLA1"
"6822","OLFM2"
"6823","OLIG1"
"6824","OMA1"
"6825","OPA1"
"6826","OPA3"
"6827","OPHN1"
"6828","OPLAH"
"6829","OPN3"
"6830","OPRL1"
"6831","OPTN"
"6832","OR2A1-AS1"
"6833","ORAI1"
"6834","ORAI2"
"6835","ORAI3"
"6836","ORAOV1"
"6837","ORC2"
"6838","ORC3"
"6839","ORC4"
"6840","ORC5"
"6841","ORC6"
"6842","ORMDL1"
"6843","ORMDL2"
"6844","ORMDL3"
"6845","OS9"
"6846","OSBP"
"6847","OSBP2"
"6848","OSBPL10"
"6849","OSBPL10-AS1"
"6850","OSBPL11"
"6851","OSBPL1A"
"6852","OSBPL2"
"6853","OSBPL3"
"6854","OSBPL5"
"6855","OSBPL7"
"6856","OSBPL8"
"6857","OSBPL9"
"6858","OSCAR"
"6859","OSER1"
"6860","OSER1-AS1"
"6861","OSGEP"
"6862","OSGEPL1"
"6863","OSGEPL1-AS1"
"6864","OSGIN1"
"6865","OSGIN2"
"6866","OSM"
"6867","OST4"
"6868","OSTC"
"6869","OSTF1"
"6870","OSTM1"
"6871","OTUB1"
"6872","OTUD1"
"6873","OTUD3"
"6874","OTUD4"
"6875","OTUD5"
"6876","OTUD6B"
"6877","OTUD7A"
"6878","OTUD7B"
"6879","OXA1L"
"6880","OXCT1"
"6881","OXER1"
"6882","OXLD1"
"6883","OXNAD1"
"6884","OXR1"
"6885","OXSM"
"6886","OXSR1"
"6887","OXT"
"6888","P2RX1"
"6889","P2RX4"
"6890","P2RX5"
"6891","P2RX5-TAX1BP3"
"6892","P2RX7"
"6893","P2RY10"
"6894","P2RY11"
"6895","P2RY13"
"6896","P2RY14"
"6897","P2RY8"
"6898","P4HA1"
"6899","P4HB"
"6900","P4HTM"
"6901","PA2G4"
"6902","PAAF1"
"6903","PABPC1"
"6904","PABPC1L"
"6905","PABPC3"
"6906","PABPC4"
"6907","PABPN1"
"6908","PACRGL"
"6909","PACS1"
"6910","PACS2"
"6911","PACSIN1"
"6912","PACSIN2"
"6913","PADI2"
"6914","PADI4"
"6915","PAF1"
"6916","PAFAH1B1"
"6917","PAFAH1B2"
"6918","PAFAH1B3"
"6919","PAFAH2"
"6920","PAG1"
"6921","PAICS"
"6922","PAIP1"
"6923","PAIP2"
"6924","PAIP2B"
"6925","PAK1"
"6926","PAK1IP1"
"6927","PAK2"
"6928","PAK3"
"6929","PAK4"
"6930","PAK6"
"6931","PALB2"
"6932","PALLD"
"6933","PAM"
"6934","PAM16"
"6935","PAN2"
"6936","PAN3"
"6937","PAN3-AS1"
"6938","PANK2"
"6939","PANK3"
"6940","PANK4"
"6941","PANX1"
"6942","PAOX"
"6943","PAPD4"
"6944","PAPD5"
"6945","PAPD7"
"6946","PAPOLA"
"6947","PAPOLG"
"6948","PAPSS1"
"6949","PAPSS2"
"6950","PAQR3"
"6951","PAQR4"
"6952","PAQR6"
"6953","PAQR7"
"6954","PAQR8"
"6955","PARD6A"
"6956","PARD6B"
"6957","PARG"
"6958","PARK2"
"6959","PARK7"
"6960","PARL"
"6961","PARN"
"6962","PARP1"
"6963","PARP10"
"6964","PARP11"
"6965","PARP12"
"6966","PARP14"
"6967","PARP15"
"6968","PARP16"
"6969","PARP2"
"6970","PARP3"
"6971","PARP4"
"6972","PARP6"
"6973","PARP8"
"6974","PARP9"
"6975","PARPBP"
"6976","PARS2"
"6977","PARVB"
"6978","PARVG"
"6979","PASK"
"6980","PATL1"
"6981","PATL2"
"6982","PATZ1"
"6983","PAWR"
"6984","PAX5"
"6985","PAXBP1"
"6986","PAXBP1-AS1"
"6987","PAXIP1"
"6988","PAXIP1-AS1"
"6989","PAXIP1-AS2"
"6990","PBDC1"
"6991","PBLD"
"6992","PBRM1"
"6993","PBX2"
"6994","PBX3"
"6995","PBX4"
"6996","PBXIP1"
"6997","PC"
"6998","PCAT1"
"6999","PCAT6"
"7000","PCBD1"
"7001","PCBD2"
"7002","PCBP1"
"7003","PCBP2"
"7004","PCBP3"
"7005","PCBP4"
"7006","PCCA"
"7007","PCCB"
"7008","PCDH9"
"7009","PCED1A"
"7010","PCED1B"
"7011","PCF11"
"7012","PCGF1"
"7013","PCGF3"
"7014","PCGF5"
"7015","PCGF6"
"7016","PCID2"
"7017","PCIF1"
"7018","PCK2"
"7019","PCM1"
"7020","PCMT1"
"7021","PCMTD1"
"7022","PCMTD2"
"7023","PCNA"
"7024","PCNP"
"7025","PCNT"
"7026","PCNX"
"7027","PCNXL2"
"7028","PCNXL3"
"7029","PCNXL4"
"7030","PCOLCE"
"7031","PCP2"
"7032","PCSK1N"
"7033","PCSK5"
"7034","PCSK7"
"7035","PCTP"
"7036","PCYOX1"
"7037","PCYOX1L"
"7038","PCYT1A"
"7039","PCYT2"
"7040","PDAP1"
"7041","PDCD1"
"7042","PDCD10"
"7043","PDCD11"
"7044","PDCD2"
"7045","PDCD2L"
"7046","PDCD4"
"7047","PDCD4-AS1"
"7048","PDCD5"
"7049","PDCD6"
"7050","PDCD6IP"
"7051","PDCD7"
"7052","PDCL"
"7053","PDCL3"
"7054","PDDC1"
"7055","PDE12"
"7056","PDE1B"
"7057","PDE3B"
"7058","PDE4A"
"7059","PDE4B"
"7060","PDE4D"
"7061","PDE4DIP"
"7062","PDE6B"
"7063","PDE6D"
"7064","PDE6G"
"7065","PDE6H"
"7066","PDE7A"
"7067","PDE7B"
"7068","PDE8A"
"7069","PDE9A"
"7070","PDGFC"
"7071","PDGFD"
"7072","PDGFRB"
"7073","PDHA1"
"7074","PDHB"
"7075","PDHX"
"7076","PDIA3"
"7077","PDIA4"
"7078","PDIA5"
"7079","PDIA6"
"7080","PDIK1L"
"7081","PDK1"
"7082","PDK2"
"7083","PDK3"
"7084","PDK4"
"7085","PDLIM1"
"7086","PDLIM2"
"7087","PDLIM5"
"7088","PDLIM7"
"7089","PDP1"
"7090","PDPK1"
"7091","PDPR"
"7092","PDRG1"
"7093","PDS5A"
"7094","PDS5B"
"7095","PDSS1"
"7096","PDSS2"
"7097","PDXDC1"
"7098","PDXK"
"7099","PDZD11"
"7100","PDZD2"
"7101","PDZD4"
"7102","PDZD7"
"7103","PDZD8"
"7104","PEA15"
"7105","PEAK1"
"7106","PEBP1"
"7107","PEBP4"
"7108","PECR"
"7109","PEF1"
"7110","PELI1"
"7111","PELI2"
"7112","PELI3"
"7113","PELO"
"7114","PELP1"
"7115","PEMT"
"7116","PEPD"
"7117","PER1"
"7118","PER2"
"7119","PER3"
"7120","PERP"
"7121","PES1"
"7122","PET100"
"7123","PET117"
"7124","PEX1"
"7125","PEX10"
"7126","PEX11A"
"7127","PEX11B"
"7128","PEX11G"
"7129","PEX12"
"7130","PEX13"
"7131","PEX14"
"7132","PEX16"
"7133","PEX19"
"7134","PEX2"
"7135","PEX26"
"7136","PEX3"
"7137","PEX5"
"7138","PEX6"
"7139","PEX7"
"7140","PF4"
"7141","PFAS"
"7142","PFDN1"
"7143","PFDN2"
"7144","PFDN4"
"7145","PFDN5"
"7146","PFDN6"
"7147","PFKFB2"
"7148","PFKFB3"
"7149","PFKFB4"
"7150","PFKL"
"7151","PFKM"
"7152","PFKP"
"7153","PFN1"
"7154","PFN2"
"7155","PGAM1"
"7156","PGAM5"
"7157","PGAP1"
"7158","PGAP2"
"7159","PGAP3"
"7160","PGBD2"
"7161","PGBD4"
"7162","PGD"
"7163","PGGT1B"
"7164","PGK1"
"7165","PGLS"
"7166","PGLYRP2"
"7167","PGM1"
"7168","PGM2"
"7169","PGM2L1"
"7170","PGM3"
"7171","PGP"
"7172","PGPEP1"
"7173","PGRMC1"
"7174","PGRMC2"
"7175","PGS1"
"7176","PHACTR1"
"7177","PHACTR2"
"7178","PHACTR4"
"7179","PHAX"
"7180","PHB"
"7181","PHB2"
"7182","PHC1"
"7183","PHC2"
"7184","PHC3"
"7185","PHF1"
"7186","PHF10"
"7187","PHF11"
"7188","PHF12"
"7189","PHF13"
"7190","PHF14"
"7191","PHF19"
"7192","PHF2"
"7193","PHF20"
"7194","PHF20L1"
"7195","PHF21A"
"7196","PHF23"
"7197","PHF3"
"7198","PHF5A"
"7199","PHF6"
"7200","PHF7"
"7201","PHF8"
"7202","PHGDH"
"7203","PHIP"
"7204","PHKA2"
"7205","PHKB"
"7206","PHKG2"
"7207","PHLDA1"
"7208","PHLDA2"
"7209","PHLDA3"
"7210","PHLDB2"
"7211","PHLDB3"
"7212","PHLPP1"
"7213","PHLPP2"
"7214","PHOSPHO2"
"7215","PHPT1"
"7216","PHRF1"
"7217","PHTF1"
"7218","PHTF2"
"7219","PHYH"
"7220","PHYHD1"
"7221","PHYKPL"
"7222","PI16"
"7223","PI4K2B"
"7224","PI4KA"
"7225","PI4KB"
"7226","PIAS1"
"7227","PIAS2"
"7228","PIAS3"
"7229","PIAS4"
"7230","PIBF1"
"7231","PICALM"
"7232","PICK1"
"7233","PID1"
"7234","PIEZO1"
"7235","PIF1"
"7236","PIGA"
"7237","PIGB"
"7238","PIGC"
"7239","PIGF"
"7240","PIGG"
"7241","PIGH"
"7242","PIGK"
"7243","PIGL"
"7244","PIGM"
"7245","PIGN"
"7246","PIGO"
"7247","PIGP"
"7248","PIGQ"
"7249","PIGS"
"7250","PIGT"
"7251","PIGU"
"7252","PIGV"
"7253","PIGW"
"7254","PIGX"
"7255","PIGZ"
"7256","PIH1D1"
"7257","PIK3AP1"
"7258","PIK3C2A"
"7259","PIK3C2B"
"7260","PIK3C3"
"7261","PIK3CA"
"7262","PIK3CB"
"7263","PIK3CD"
"7264","PIK3CG"
"7265","PIK3IP1"
"7266","PIK3R1"
"7267","PIK3R3"
"7268","PIK3R4"
"7269","PIK3R5"
"7270","PIK3R6"
"7271","PIKFYVE"
"7272","PILRA"
"7273","PILRB"
"7274","PIM1"
"7275","PIM2"
"7276","PIM3"
"7277","PIN1"
"7278","PIN4"
"7279","PINK1"
"7280","PINK1-AS"
"7281","PINLYP"
"7282","PINX1"
"7283","PIP4K2A"
"7284","PIP4K2B"
"7285","PIP4K2C"
"7286","PIP5K1A"
"7287","PIP5K1B"
"7288","PIP5K1C"
"7289","PISD"
"7290","PITHD1"
"7291","PITPNA"
"7292","PITPNA-AS1"
"7293","PITPNB"
"7294","PITPNC1"
"7295","PITPNM1"
"7296","PITPNM2"
"7297","PITRM1"
"7298","PIWIL4"
"7299","PJA1"
"7300","PJA2"
"7301","PKD1"
"7302","PKD2"
"7303","PKD2L2"
"7304","PKHD1L1"
"7305","PKIA"
"7306","PKIB"
"7307","PKIG"
"7308","PKM"
"7309","PKN1"
"7310","PKN2"
"7311","PKN3"
"7312","PKNOX1"
"7313","PKP4"
"7314","PLA2G12A"
"7315","PLA2G15"
"7316","PLA2G16"
"7317","PLA2G4A"
"7318","PLA2G6"
"7319","PLA2G7"
"7320","PLAA"
"7321","PLAC8"
"7322","PLAG1"
"7323","PLAGL1"
"7324","PLAGL2"
"7325","PLAUR"
"7326","PLB1"
"7327","PLBD1"
"7328","PLBD2"
"7329","PLCB1"
"7330","PLCB2"
"7331","PLCB3"
"7332","PLCD1"
"7333","PLCE1"
"7334","PLCG1"
"7335","PLCG2"
"7336","PLCH2"
"7337","PLCL1"
"7338","PLCL2"
"7339","PLCXD1"
"7340","PLD1"
"7341","PLD2"
"7342","PLD3"
"7343","PLD4"
"7344","PLD6"
"7345","PLEC"
"7346","PLEK"
"7347","PLEK2"
"7348","PLEKHA1"
"7349","PLEKHA2"
"7350","PLEKHA3"
"7351","PLEKHA4"
"7352","PLEKHA5"
"7353","PLEKHA8"
"7354","PLEKHB1"
"7355","PLEKHB2"
"7356","PLEKHF1"
"7357","PLEKHF2"
"7358","PLEKHG1"
"7359","PLEKHG2"
"7360","PLEKHG3"
"7361","PLEKHG4"
"7362","PLEKHH2"
"7363","PLEKHJ1"
"7364","PLEKHM1"
"7365","PLEKHM2"
"7366","PLEKHN1"
"7367","PLEKHO1"
"7368","PLEKHO2"
"7369","PLGRKT"
"7370","PLIN2"
"7371","PLIN3"
"7372","PLIN5"
"7373","PLK1"
"7374","PLK2"
"7375","PLK3"
"7376","PLK4"
"7377","PLLP"
"7378","PLOD1"
"7379","PLOD3"
"7380","PLP2"
"7381","PLRG1"
"7382","PLSCR1"
"7383","PLXDC1"
"7384","PLXDC2"
"7385","PLXNA1"
"7386","PLXNA2"
"7387","PLXNB2"
"7388","PLXNC1"
"7389","PLXND1"
"7390","PM20D2"
"7391","PMAIP1"
"7392","PMEPA1"
"7393","PMF1"
"7394","PML"
"7395","PMM1"
"7396","PMM2"
"7397","PMPCA"
"7398","PMPCB"
"7399","PMS1"
"7400","PMS2"
"7401","PMVK"
"7402","PNISR"
"7403","PNKD"
"7404","PNKP"
"7405","PNMA1"
"7406","PNMA5"
"7407","PNN"
"7408","PNO1"
"7409","PNOC"
"7410","PNP"
"7411","PNPLA2"
"7412","PNPLA4"
"7413","PNPLA6"
"7414","PNPLA7"
"7415","PNPLA8"
"7416","PNPO"
"7417","PNPT1"
"7418","PNRC1"
"7419","POC1A"
"7420","POC1B"
"7421","POC5"
"7422","PODXL2"
"7423","POFUT1"
"7424","POFUT2"
"7425","POGK"
"7426","POGLUT1"
"7427","POGZ"
"7428","POLA1"
"7429","POLA2"
"7430","POLB"
"7431","POLD1"
"7432","POLD2"
"7433","POLD3"
"7434","POLD4"
"7435","POLDIP2"
"7436","POLDIP3"
"7437","POLE"
"7438","POLE2"
"7439","POLE3"
"7440","POLE4"
"7441","POLG"
"7442","POLG2"
"7443","POLH"
"7444","POLI"
"7445","POLK"
"7446","POLL"
"7447","POLM"
"7448","POLN"
"7449","POLR1A"
"7450","POLR1B"
"7451","POLR1C"
"7452","POLR1D"
"7453","POLR1E"
"7454","POLR2A"
"7455","POLR2B"
"7456","POLR2C"
"7457","POLR2D"
"7458","POLR2E"
"7459","POLR2F"
"7460","POLR2G"
"7461","POLR2H"
"7462","POLR2I"
"7463","POLR2J"
"7464","POLR2J3"
"7465","POLR2K"
"7466","POLR2L"
"7467","POLR2M"
"7468","POLR3A"
"7469","POLR3B"
"7470","POLR3C"
"7471","POLR3D"
"7472","POLR3E"
"7473","POLR3F"
"7474","POLR3GL"
"7475","POLR3H"
"7476","POLR3K"
"7477","POLRMT"
"7478","POM121"
"7479","POM121C"
"7480","POMC"
"7481","POMGNT1"
"7482","POMGNT2"
"7483","POMP"
"7484","POMT1"
"7485","POMT2"
"7486","POMZP3"
"7487","PON2"
"7488","POP1"
"7489","POP4"
"7490","POP5"
"7491","POP7"
"7492","POPDC2"
"7493","POR"
"7494","PORCN"
"7495","POT1"
"7496","POU2AF1"
"7497","POU2F1"
"7498","POU2F2"
"7499","POU5F2"
"7500","PPA1"
"7501","PPA2"
"7502","PPAN"
"7503","PPARA"
"7504","PPARD"
"7505","PPARGC1B"
"7506","PPAT"
"7507","PPBP"
"7508","PPCDC"
"7509","PPCS"
"7510","PPDPF"
"7511","PPFIA1"
"7512","PPFIBP1"
"7513","PPFIBP2"
"7514","PPHLN1"
"7515","PPIA"
"7516","PPIB"
"7517","PPID"
"7518","PPIE"
"7519","PPIF"
"7520","PPIG"
"7521","PPIH"
"7522","PPIL1"
"7523","PPIL2"
"7524","PPIL3"
"7525","PPIL4"
"7526","PPIL6"
"7527","PPIP5K1"
"7528","PPIP5K2"
"7529","PPL"
"7530","PPM1A"
"7531","PPM1B"
"7532","PPM1D"
"7533","PPM1F"
"7534","PPM1G"
"7535","PPM1J"
"7536","PPM1K"
"7537","PPM1L"
"7538","PPM1M"
"7539","PPM1N"
"7540","PPME1"
"7541","PPOX"
"7542","PPP1CA"
"7543","PPP1CB"
"7544","PPP1CC"
"7545","PPP1R10"
"7546","PPP1R11"
"7547","PPP1R12A"
"7548","PPP1R12B"
"7549","PPP1R12C"
"7550","PPP1R13B"
"7551","PPP1R13L"
"7552","PPP1R14A"
"7553","PPP1R14B"
"7554","PPP1R15A"
"7555","PPP1R15B"
"7556","PPP1R16A"
"7557","PPP1R16B"
"7558","PPP1R18"
"7559","PPP1R2"
"7560","PPP1R21"
"7561","PPP1R26"
"7562","PPP1R32"
"7563","PPP1R35"
"7564","PPP1R37"
"7565","PPP1R3B"
"7566","PPP1R3D"
"7567","PPP1R3E"
"7568","PPP1R3F"
"7569","PPP1R7"
"7570","PPP1R8"
"7571","PPP1R9A"
"7572","PPP1R9B"
"7573","PPP2CA"
"7574","PPP2CB"
"7575","PPP2R1A"
"7576","PPP2R1B"
"7577","PPP2R2A"
"7578","PPP2R2B"
"7579","PPP2R2D"
"7580","PPP2R3A"
"7581","PPP2R3B"
"7582","PPP2R3C"
"7583","PPP2R4"
"7584","PPP2R5A"
"7585","PPP2R5B"
"7586","PPP2R5C"
"7587","PPP2R5D"
"7588","PPP2R5E"
"7589","PPP3CA"
"7590","PPP3CB"
"7591","PPP3CC"
"7592","PPP3R1"
"7593","PPP4C"
"7594","PPP4R1"
"7595","PPP4R2"
"7596","PPP5C"
"7597","PPP5D1"
"7598","PPP6C"
"7599","PPP6R1"
"7600","PPP6R2"
"7601","PPP6R3"
"7602","PPRC1"
"7603","PPT1"
"7604","PPT2"
"7605","PPTC7"
"7606","PPWD1"
"7607","PQBP1"
"7608","PQLC1"
"7609","PQLC2"
"7610","PQLC3"
"7611","PRADC1"
"7612","PRAF2"
"7613","PRAM1"
"7614","PRC1"
"7615","PRCC"
"7616","PRCD"
"7617","PRCP"
"7618","PRDM1"
"7619","PRDM10"
"7620","PRDM11"
"7621","PRDM15"
"7622","PRDM2"
"7623","PRDM4"
"7624","PRDM8"
"7625","PRDX1"
"7626","PRDX2"
"7627","PRDX3"
"7628","PRDX4"
"7629","PRDX5"
"7630","PRDX6"
"7631","PREB"
"7632","PRELID1"
"7633","PREP"
"7634","PREPL"
"7635","PREX1"
"7636","PRF1"
"7637","PRICKLE1"
"7638","PRICKLE3"
"7639","PRIM1"
"7640","PRIM2"
"7641","PRIMPOL"
"7642","PRKAA1"
"7643","PRKAB1"
"7644","PRKAB2"
"7645","PRKACA"
"7646","PRKACB"
"7647","PRKAG1"
"7648","PRKAG2"
"7649","PRKAG2-AS1"
"7650","PRKAR1A"
"7651","PRKAR1B"
"7652","PRKAR2A"
"7653","PRKAR2A-AS1"
"7654","PRKAR2B"
"7655","PRKCA"
"7656","PRKCB"
"7657","PRKCD"
"7658","PRKCDBP"
"7659","PRKCE"
"7660","PRKCH"
"7661","PRKCI"
"7662","PRKCQ"
"7663","PRKCSH"
"7664","PRKCZ"
"7665","PRKD2"
"7666","PRKD3"
"7667","PRKDC"
"7668","PRKRA"
"7669","PRKRIP1"
"7670","PRKRIR"
"7671","PRKX"
"7672","PRMT1"
"7673","PRMT2"
"7674","PRMT3"
"7675","PRMT5"
"7676","PRMT6"
"7677","PRMT7"
"7678","PRNP"
"7679","PROCA1"
"7680","PROCR"
"7681","PROK2"
"7682","PROSC"
"7683","PROSER1"
"7684","PRPF18"
"7685","PRPF19"
"7686","PRPF3"
"7687","PRPF31"
"7688","PRPF38A"
"7689","PRPF38B"
"7690","PRPF39"
"7691","PRPF4"
"7692","PRPF40A"
"7693","PRPF40B"
"7694","PRPF4B"
"7695","PRPF6"
"7696","PRPF8"
"7697","PRPS1"
"7698","PRPS2"
"7699","PRPSAP1"
"7700","PRPSAP2"
"7701","PRR11"
"7702","PRR12"
"7703","PRR13"
"7704","PRR14"
"7705","PRR14L"
"7706","PRR3"
"7707","PRR4"
"7708","PRR5"
"7709","PRR5L"
"7710","PRR7"
"7711","PRR7-AS1"
"7712","PRRC1"
"7713","PRRC2A"
"7714","PRRC2B"
"7715","PRRC2C"
"7716","PRRG2"
"7717","PRRG4"
"7718","PRRT1"
"7719","PRRT2"
"7720","PRRT3"
"7721","PRSS23"
"7722","PRSS36"
"7723","PRSS57"
"7724","PRUNE"
"7725","PRUNE2"
"7726","PSAP"
"7727","PSAT1"
"7728","PSD"
"7729","PSD4"
"7730","PSEN1"
"7731","PSEN2"
"7732","PSENEN"
"7733","PSIP1"
"7734","PSKH1"
"7735","PSMA3"
"7736","PSMA4"
"7737","PSMA5"
"7738","PSMA6"
"7739","PSMA7"
"7740","PSMA8"
"7741","PSMB1"
"7742","PSMB10"
"7743","PSMB2"
"7744","PSMB3"
"7745","PSMB4"
"7746","PSMB5"
"7747","PSMB6"
"7748","PSMB7"
"7749","PSMB8"
"7750","PSMB9"
"7751","PSMC1"
"7752","PSMC2"
"7753","PSMC3"
"7754","PSMC3IP"
"7755","PSMC4"
"7756","PSMC5"
"7757","PSMC6"
"7758","PSMD1"
"7759","PSMD10"
"7760","PSMD11"
"7761","PSMD12"
"7762","PSMD13"
"7763","PSMD14"
"7764","PSMD2"
"7765","PSMD3"
"7766","PSMD4"
"7767","PSMD5"
"7768","PSMD5-AS1"
"7769","PSMD6"
"7770","PSMD6-AS2"
"7771","PSMD7"
"7772","PSMD8"
"7773","PSMD9"
"7774","PSME1"
"7775","PSME2"
"7776","PSME3"
"7777","PSME4"
"7778","PSMF1"
"7779","PSMG1"
"7780","PSMG2"
"7781","PSMG3"
"7782","PSMG3-AS1"
"7783","PSMG4"
